worker_id,monthly_income,monthly_income_2,income_volatility,platform_count,days_to_recover,surplus_ratio,stability_score,working_days,jobs_completed,avg_daily_income,income_growth_rate,expense_ratio,savings_amount,late_payment_count,work_consistency_score
2778,14902,73057,0.22,4,28,0.43,90.69,23,28,454,-0.09,0.66,17889,3,11
2779,57701,68502,0.89,4,23,0.67,17.75,21,183,2439,0.04,0.73,8899,2,0.73
2780,72496,40452,0.11,4,23,0.5,18.01,27,93,965,0.1,0.46,8384,5,20.19
2781,23230,15011,0.61,1,23,0.17,21.77,29,106,506,0.16,0.42,17956,4,1.54
2782,57297,10447,0.53,1,18,0.11,94.5,13,95,303,0.23,0.77,11932,6,56.9
2783,64467,41296,0.24,1,26,0.76,3.42,24,62,1319,0.09,0.88,14621,8,29.39
2784,15086,41149,0.7,4,10,0.69,57.8,16,47,2138,0.28,0.59,3474,9,74.9
2785,61649,65435,0.62,1,17,0.51,0.37,24,119,2662,-0.05,0.38,12267,1,30.47
2786,35764,21530,0.56,2,7,0.79,92.06,29,56,1584,-0.01,0.61,16389,2,74.21
2787,71860,46224,0.39,1,23,0.19,83.62,16,49,559,-0.04,0.86,16658,1,32.97
2788,72058,35087,0.13,2,1,0.29,8.48,21,147,1596,0.27,0.84,19285,4,64.74
2789,20425,20633,0.61,2,28,0.68,30.04,16,29,794,0.03,0.56,6497,9,97.29
2790,22823,41084,0.85,3,4,0.13,25.6,10,169,2291,-0.08,0.34,11513,8,41.88
2791,13159,50142,0.11,3,14,0.65,72.62,17,157,2464,0.01,0.47,10519,7,15.46
2792,16090,55436,0.51,1,29,0.64,73.79,28,111,2626,-0.04,0.75,19820,7,71.7
2793,65547,29391,0.35,4,1,0.79,66.44,15,58,831,0.12,0.42,13461,5,79.56
2794,46688,32394,0.47,3,12,0.74,47.31,22,36,2929,0.17,0.45,10745,0,16.1
2795,22481,70751,0.82,1,11,0.48,65.47,27,137,399,0.03,0.39,5737,1,36.04
2796,67441,66921,0.5,4,11,0.73,9.32,22,151,844,0.14,0.59,15166,7,92.32
2797,68457,77438,0.82,4,23,0.77,0.51,22,158,2299,0.13,0.35,12605,8,15.96
2798,74526,53243,0.74,1,16,0.35,96.38,18,183,1997,0.09,0.85,10894,6,96.59
2799,10084,54933,0.72,2,21,0.1,86.25,25,101,950,0,0.39,10219,3,73.49
2800,68146,32866,0.68,3,16,0.18,17.1,10,20,2218,0.07,0.35,1332,3,98.1
2801,68736,54369,0.78,2,15,0.46,78.81,21,123,1507,0.26,0.6,5704,3,19.92
2802,21482,50772,0.82,1,29,0.57,37.67,27,21,1153,0.27,0.58,13753,1,39.63
2803,13726,39534,0.3,3,13,0.59,4.6,29,85,2886,0.03,0.9,12231,3,89.53
2804,46956,54413,0.87,3,25,0.2,71.43,27,153,1529,0.02,0.58,8872,6,85.64
2805,66785,69524,0.51,3,12,0.76,62.57,12,138,1940,-0.03,0.68,6923,9,50.77
2806,47941,28073,0.37,4,17,0.59,78.61,27,64,1998,-0.02,0.71,16715,0,69.98
2807,67633,40989,0.75,4,21,0.75,20.74,24,144,1023,-0.05,0.5,1614,7,51.43
2808,74154,11448,0.48,3,21,0.12,12.8,25,178,1380,0.09,0.78,17973,9,26.79
2809,29159,44965,0.59,1,22,0.47,16.4,16,31,914,0.17,0.4,9850,2,57.32
2810,75061,21758,0.29,2,20,0.39,67.52,23,35,650,-0.05,0.58,16527,3,65.25
2811,11902,19199,0.54,3,23,0.64,39.68,15,150,1614,0.15,0.67,19737,4,73.16
2812,60770,30218,0.33,1,17,0.36,16.94,27,175,1701,0.07,0.53,13531,5,97.57
2813,27971,33306,0.9,4,10,0.76,96.49,20,30,2288,0.3,0.61,12825,3,38.89
2814,77629,22514,0.38,4,5,0.59,72.82,15,72,761,-0.09,0.57,4940,0,26.52
2815,43189,46953,0.23,3,2,0.31,56.02,26,80,1360,0.19,0.6,15439,0,31.04
2816,21570,51410,0.22,2,19,0.56,77.22,15,161,2386,0.16,0.75,13930,9,13.87
2817,71298,17169,0.63,4,27,0.57,70.45,19,108,2888,0.18,0.87,19113,8,17.34
2818,63981,21934,0.77,3,20,0.3,3.57,22,175,644,0.28,0.89,15320,4,60.18
2819,33471,42700,0.52,4,23,0.76,49.57,18,180,2838,0.26,0.57,18800,6,56.9
2820,48223,45076,0.48,2,22,0.72,35.35,25,161,1029,0.03,0.78,3738,5,78.02
2821,55061,55469,0.39,2,23,0.76,33.63,18,196,704,-0.04,0.44,11889,9,53.64
2822,75218,65277,0.56,1,23,0.38,80.52,14,68,1004,0,0.6,1368,4,93.59
2823,49099,38330,0.23,4,14,0.18,14.22,21,193,524,-0.01,0.68,13476,0,46.72
2824,46422,77225,0.7,4,20,0.21,81.84,11,125,2936,-0.02,0.73,10341,6,56.04
2825,46170,39260,0.75,2,24,0.26,45.45,16,116,493,0.28,0.51,7157,6,95.3
2826,65365,77020,0.35,3,14,0.44,19.89,10,56,1549,0.21,0.49,11827,8,14.35
2827,14239,35608,0.54,3,13,0.47,63.24,15,142,843,0.04,0.71,10981,4,94.61
2828,67566,42678,0.71,2,24,0.26,82.06,23,124,760,0.03,0.38,19477,6,64.08
2829,75228,79525,0.68,1,22,0.29,18.36,11,120,1249,-0.02,0.54,17735,8,46.42
2830,67671,66201,0.62,2,4,0.32,18.92,20,59,653,0.01,0.77,14136,4,84.04
2831,28133,45032,0.32,4,28,0.5,65.9,20,60,903,0.02,0.9,13193,4,95.26
2832,39699,52512,0.59,4,13,0.74,17.23,23,56,1518,0.14,0.74,4751,1,79.77
2833,67386,36231,0.79,3,13,0.6,95.91,10,58,2617,0.07,0.88,5071,5,70.22
2834,50366,52228,0.49,1,11,0.56,6.46,28,22,355,0.12,0.59,17776,9,52.56
2835,29431,20056,0.18,2,16,0.78,43.72,24,91,436,0.25,0.42,2069,3,95.98
2836,49437,53476,0.31,4,24,0.54,48.2,29,107,761,0.04,0.7,12506,1,58.89
2837,26894,37562,0.37,1,12,0.74,57.53,22,183,893,0.06,0.49,6171,8,20.81
2838,46352,49351,0.73,2,14,0.31,80.62,16,56,2885,0.28,0.71,17585,0,3.34
2839,42344,12010,0.86,1,10,0.47,17.95,18,116,1590,0.21,0.53,8616,0,37.28
2840,51457,12001,0.7,3,15,0.44,65.32,21,108,2297,-0.01,0.75,4387,0,6
2841,21596,57234,0.14,1,10,0.45,57.76,22,51,1723,-0.04,0.36,12866,2,15.46
2842,12991,40331,0.28,3,19,0.47,67.79,22,65,769,0.09,0.5,4589,8,92.58
2843,74132,79480,0.77,1,9,0.71,75.73,27,92,2489,-0.06,0.53,2435,8,41.05
2844,74456,16823,0.7,1,29,0.22,98.49,27,113,2429,0.06,0.5,12974,3,65.87
2845,23292,43334,0.18,1,13,0.73,57.01,28,148,813,0.14,0.42,11389,9,99.86
2846,62623,64111,0.43,2,16,0.15,43.77,16,115,479,-0.01,0.35,11315,7,91.51
2847,55115,40471,0.8,4,22,0.78,89.63,28,61,2760,0.17,0.59,17068,6,19.53
2848,34667,65717,0.35,1,16,0.55,81.32,17,92,420,0,0.46,9260,9,47.71
2849,27346,24868,0.86,1,22,0.12,10.15,24,86,2368,0.06,0.43,10664,4,18.39
2850,75189,22026,0.54,3,3,0.77,14.86,11,37,2029,0.02,0.75,15610,7,6.2
2851,28516,46639,0.65,1,15,0.21,31.84,12,86,2391,0,0.51,9511,0,35.84
2852,69418,60504,0.34,3,26,0.23,37.85,17,44,1060,-0.03,0.81,18011,0,84.38
2853,21908,23657,0.86,3,6,0.55,10.06,12,170,1413,0.29,0.32,19026,2,78.4
2854,21920,10098,0.41,3,15,0.38,28.45,16,25,2705,0.28,0.73,7261,6,64.73
2855,14308,25145,0.59,1,17,0.21,18.46,22,75,2391,-0.06,0.57,16882,7,93.43
2856,48401,12783,0.51,1,19,0.61,98.37,28,22,1878,-0.06,0.68,1397,8,52.08
2857,52496,76305,0.69,2,15,0.44,62.85,26,176,2691,0.17,0.49,9255,3,76.29
2858,57086,45165,0.56,1,1,0.5,99.32,16,69,500,0.3,0.35,8815,0,47.63
2859,36363,33242,0.89,3,10,0.18,21.67,24,87,1678,-0.01,0.76,13774,2,17
2860,37469,72036,0.14,3,19,0.15,88.88,14,61,1511,0,0.79,10628,4,65.13
2861,77147,59744,0.59,1,10,0.34,79.89,15,117,1969,-0.08,0.61,3734,5,69.62
2862,23188,20159,0.76,1,24,0.7,41.07,27,117,1170,0.09,0.72,14626,7,25.74
2863,33477,28461,0.66,1,29,0.48,60.06,11,192,1251,0.24,0.42,14604,1,11.83
2864,37478,57708,0.81,1,8,0.4,31.16,11,45,2284,-0.04,0.49,16401,1,32.78
2865,75543,56851,0.52,2,1,0.26,26.34,23,98,2053,-0.07,0.62,8318,9,95.34
2866,22786,34015,0.14,3,24,0.68,43.22,27,114,793,0.3,0.68,8539,7,7.77
2867,48952,20188,0.63,1,20,0.22,87.88,18,131,330,0.09,0.77,14651,8,16.72
2868,11568,39594,0.78,3,27,0.23,94.68,10,198,1144,-0.07,0.75,8761,4,62.78
2869,45828,37649,0.74,1,9,0.64,36.93,17,95,364,0.25,0.61,16760,0,38.51
2870,24610,62871,0.71,1,20,0.43,37.8,24,95,562,-0.01,0.71,3912,5,87.96
2871,77737,44844,0.73,4,6,0.38,47.66,29,88,2330,-0.01,0.53,18149,9,71.34
2872,31592,67534,0.23,2,23,0.12,72.63,16,105,2486,0.25,0.85,6873,7,22.45
2873,48335,55889,0.13,2,4,0.69,32.31,19,107,2808,-0.05,0.39,3377,5,15.59
2874,61466,16755,0.45,3,12,0.33,33.48,17,179,1267,-0.04,0.47,9869,2,24.55
2875,55239,30765,0.7,1,28,0.44,36.34,14,71,804,0.27,0.61,8108,9,4.64
2876,20825,36887,0.29,2,24,0.14,13.96,11,152,1037,0.3,0.37,11777,7,85.89
2877,20886,57510,0.74,2,3,0.79,19.57,27,119,340,-0.08,0.77,10367,1,98.57
2878,69251,11710,0.3,3,25,0.69,76.86,21,190,1483,0.19,0.53,18350,7,71.63
2879,61553,34978,0.89,4,28,0.14,56.52,17,34,2898,0.16,0.38,2256,2,2.24
2880,32418,31921,0.57,1,11,0.69,98.9,12,196,883,0.09,0.74,19385,3,72.95
2881,35030,70731,0.59,3,12,0.47,0.21,13,120,2700,0.05,0.59,4284,0,22.29
2882,71075,47143,0.6,1,29,0.79,28.93,16,55,405,-0.03,0.46,11082,5,90.04
2883,46052,79983,0.85,3,8,0.6,80.59,26,193,726,0.05,0.83,11053,2,22.86
2884,39137,59250,0.17,1,20,0.18,24.63,28,34,985,-0.01,0.38,5929,8,56.24
2885,11875,54454,0.56,4,5,0.37,61.13,26,95,1408,0.26,0.81,10469,7,19.35
2886,67855,72518,0.58,2,28,0.26,52.18,10,39,1611,0.07,0.81,16376,7,35.72
2887,17179,75569,0.82,2,9,0.24,5.9,13,55,2610,0.14,0.52,1074,4,1.74
2888,34151,50512,0.74,3,10,0.58,17.83,16,49,2744,0.09,0.57,18755,8,10.24
2889,19032,34176,0.82,1,25,0.18,59.94,11,43,2959,0.03,0.33,6932,4,25.11
2890,37376,25592,0.35,3,5,0.59,44.13,18,199,448,0.09,0.33,1222,1,88.06
2891,68263,35954,0.77,3,21,0.24,83.22,29,96,2308,0.2,0.53,10232,9,11.13
2892,64159,77669,0.85,1,14,0.48,59.44,12,75,1519,0.2,0.79,9216,8,52
2893,34493,77857,0.36,2,1,0.53,99.91,15,23,2151,0.04,0.61,5866,0,63.65
2894,79118,12327,0.8,3,24,0.31,4.32,18,191,2730,0.13,0.74,3519,2,98.76
2895,50953,54595,0.82,4,29,0.25,45.27,14,61,477,0.25,0.32,14794,4,21.12
2896,62339,24275,0.64,1,8,0.59,86.51,23,195,1777,0.09,0.63,3011,6,77.46
2897,12042,18884,0.58,3,13,0.56,55.6,10,105,1653,0.04,0.63,1738,9,12.57
2898,11160,60704,0.63,1,25,0.2,9.26,16,169,323,0.03,0.32,9977,6,50.6
2899,76228,62655,0.22,1,15,0.13,48.21,11,118,1939,-0.07,0.36,6368,3,71.31
2900,66478,14626,0.35,3,9,0.19,60.36,16,42,1929,0.06,0.41,7975,1,47.98
2901,74163,11690,0.15,2,14,0.21,93.85,19,176,2760,-0.04,0.65,11421,3,89.72
2902,65493,43736,0.72,1,26,0.49,66.9,28,54,1644,0.17,0.37,13739,5,83.52
2903,23102,41690,0.18,2,23,0.76,54.51,24,52,846,-0.06,0.38,14345,2,21.81
2904,16873,68099,0.55,2,8,0.58,57.56,18,47,2389,-0.05,0.71,16449,5,77.62
2905,36231,23977,0.86,1,25,0.37,71.82,11,62,803,0.28,0.43,7442,5,75.41
2906,23781,39677,0.27,2,5,0.24,37.22,17,37,405,-0.08,0.56,17729,3,83.28
2907,32734,62503,0.32,1,23,0.6,63.68,16,76,1165,-0.06,0.68,16664,8,8.33
2908,78093,75529,0.83,1,28,0.61,21.17,21,197,688,0.11,0.47,6090,2,88.76
2909,33363,30302,0.7,4,27,0.61,35.28,24,66,1040,0.29,0.61,18605,7,88.22
2910,16040,65587,0.68,1,28,0.79,53.13,16,148,917,-0.06,0.86,18769,4,61.29
2911,25442,14252,0.29,3,29,0.26,46.49,11,180,2019,-0.06,0.38,19787,7,42.28
2912,31647,54732,0.87,1,17,0.47,52.63,28,155,1665,-0.09,0.83,4844,0,85.32
2913,16989,22297,0.44,1,16,0.57,6.47,14,112,2198,0.07,0.78,19838,3,61
2914,39293,40854,0.77,3,14,0.73,28.14,12,89,1612,-0.05,0.4,7495,8,35.27
2915,12621,76296,0.68,3,26,0.44,69.57,19,196,604,0.21,0.85,8886,3,63.67
2916,40251,35057,0.82,2,28,0.59,62.23,17,122,2659,0.1,0.58,1001,0,61.99
2917,33445,19390,0.3,4,21,0.62,33.43,23,149,2750,-0.03,0.88,18711,4,77.31
2918,65735,24771,0.44,4,9,0.75,34.78,10,22,839,0.16,0.5,14998,5,78.32
2919,40279,39885,0.29,1,19,0.74,31.55,22,23,410,-0.01,0.61,9305,3,58.71
2920,48533,44798,0.56,3,26,0.15,6.27,27,154,1420,-0.08,0.36,12474,2,53.9
2921,24496,61334,0.35,3,22,0.19,27.59,14,100,1764,-0.02,0.76,12045,4,49.3
2922,20896,79403,0.47,4,6,0.62,77.04,29,124,2622,0.26,0.44,17299,5,65.47
2923,64734,78965,0.25,2,24,0.24,77.22,27,32,2248,0.3,0.63,18887,3,60.38
2924,20027,40212,0.88,4,23,0.53,90.81,14,145,1139,0.08,0.47,14062,9,60.22
2925,67824,17978,0.28,4,24,0.76,72.21,21,103,2027,-0.01,0.57,6258,2,74.35
2926,12002,31697,0.66,1,16,0.41,2.44,10,94,552,0.09,0.74,19704,1,97.86
2927,79715,77690,0.23,3,1,0.38,52.18,18,101,1889,0.03,0.57,19153,4,64.59
2928,23411,26941,0.79,4,1,0.69,91.3,28,114,2072,0.14,0.39,18225,9,56.82
2929,68792,78072,0.76,2,7,0.48,92.98,14,85,2144,0.11,0.72,18850,3,96.1
2930,60863,50507,0.54,2,20,0.62,80.99,18,81,2410,0.26,0.42,5089,2,70.88
2931,11808,36337,0.39,2,2,0.16,24.26,20,72,1188,0.26,0.82,2362,6,66.17
2932,14381,73376,0.26,4,21,0.7,45.87,23,182,2563,0.29,0.55,15782,2,60.77
2933,61833,66940,0.31,4,17,0.39,76.46,10,152,2141,0.22,0.5,10271,2,16.11
2934,73211,32517,0.34,2,12,0.11,19.35,23,73,1524,0.09,0.56,17957,1,70.99
2935,70153,27440,0.52,3,12,0.36,98.51,15,44,2261,0.24,0.76,13316,9,20.63
2936,76204,21393,0.42,3,10,0.13,63.97,13,184,2676,-0.04,0.65,17127,1,57.41
2937,27972,10726,0.15,4,19,0.75,82.68,23,22,2624,0.18,0.73,2821,1,47.05
2938,64810,70522,0.67,4,15,0.4,90.33,12,84,2239,-0.09,0.5,10317,3,23.55
2939,34873,15759,0.66,4,5,0.38,51.41,29,115,2525,0.11,0.51,6815,8,53.39
2940,70426,47596,0.43,1,15,0.65,14.99,12,197,2122,-0.06,0.58,10415,1,19.25
2941,14632,68125,0.29,2,16,0.21,55.66,19,114,1929,0.1,0.88,9190,3,36.46
2942,57149,25119,0.52,1,14,0.14,27.95,15,116,2798,-0.03,0.7,15425,6,47.69
2943,77220,20268,0.38,1,13,0.57,63.26,22,179,1183,0.26,0.47,1476,6,48.98
2944,38678,51905,0.19,3,6,0.18,98.92,22,65,2136,-0.06,0.77,19074,5,0.41
2945,34308,61089,0.39,3,26,0.78,75.78,18,85,1095,0.05,0.88,2234,2,85.68
2946,41385,64914,0.12,2,1,0.25,83.81,28,54,2954,0.27,0.48,9397,3,45.17
2947,77353,69304,0.56,3,21,0.26,10.38,23,136,1691,0.16,0.35,13347,0,57.87
2948,35284,70752,0.22,2,13,0.58,60.25,25,109,1196,-0.07,0.84,16660,1,82.56
2949,58139,54046,0.22,2,20,0.36,99.09,28,142,2680,0.29,0.36,10410,2,29.45
2950,42916,11280,0.82,4,15,0.24,69.56,21,83,2607,0,0.6,5612,5,32.41
2951,42233,12635,0.31,1,22,0.17,70.59,19,151,786,-0.04,0.7,7844,1,80.64
2952,52649,28478,0.17,4,11,0.32,10.72,16,50,1897,0.28,0.78,3895,8,50.25
2953,64337,24915,0.86,1,13,0.44,83.99,28,69,482,0.12,0.77,4835,7,70.43
2954,71153,67433,0.81,1,11,0.24,82.38,13,97,1538,0.07,0.75,4448,5,39.72
2955,44230,60177,0.61,1,24,0.45,42.81,11,53,1656,0.02,0.73,9838,6,17.07
2956,13117,48553,0.48,1,23,0.21,63.5,10,76,2648,0.26,0.66,13261,0,51.46
2957,27000,50976,0.34,2,4,0.23,74.53,17,173,1168,0.05,0.41,11071,3,23.62
2958,40029,40532,0.54,3,19,0.53,80.38,23,59,2823,-0.04,0.89,15228,0,93.83
2959,11190,42535,0.24,3,20,0.23,80.28,26,89,1096,0.13,0.68,8000,7,61.85
2960,57785,76670,0.53,2,2,0.3,35.44,20,132,959,0.17,0.32,6583,7,42.07
2961,61698,24738,0.86,4,10,0.2,70.13,15,35,1309,0.07,0.61,11865,8,5.5
2962,51956,57612,0.35,4,2,0.15,74.59,15,66,459,-0.01,0.63,1460,3,28.78
2963,29320,46928,0.72,3,8,0.46,32.08,15,142,2562,0.01,0.35,5824,5,75.6
2964,29888,52822,0.21,4,27,0.32,79.77,19,156,504,-0.02,0.35,1416,8,52.33
2965,28828,50209,0.22,2,13,0.17,16.03,18,125,2542,-0.1,0.51,6455,6,93.32
2966,71013,43826,0.37,2,10,0.74,13.18,11,163,2633,-0.09,0.74,17411,3,22.51
2967,13155,77363,0.32,2,15,0.25,36.8,16,25,2565,0,0.75,4003,4,77.33
2968,24169,21234,0.2,4,2,0.45,77.28,26,95,441,0.19,0.58,11391,1,43.87
2969,41939,68101,0.84,1,21,0.45,63.14,18,154,1765,-0.07,0.89,1445,9,2.39
2970,34867,18817,0.36,4,20,0.18,89.24,22,108,1131,0.17,0.38,9189,6,19.63
2971,31220,69432,0.22,1,1,0.18,70.45,12,146,567,0,0.85,4475,0,16.28
2972,21010,66181,0.18,1,3,0.69,31.83,27,138,1406,-0.06,0.52,14412,8,53.17
2973,69592,71113,0.28,2,1,0.67,3.29,25,133,472,-0.02,0.89,19434,5,6.83
2974,25557,27702,0.56,4,5,0.57,32.46,26,194,2313,0.01,0.6,6582,8,3.35
2975,66513,16604,0.4,3,3,0.1,66.62,28,102,953,0.18,0.6,3327,3,67.83
2976,41147,16635,0.24,1,6,0.27,6.4,16,21,1191,0.03,0.43,6633,0,55.99
2977,64939,57368,0.68,4,3,0.21,82.37,29,163,1846,0.26,0.48,13712,7,65.53
2978,37456,28913,0.22,4,13,0.55,62.32,26,27,2642,0.15,0.78,1098,1,50.48
2979,64402,75945,0.76,4,11,0.27,18.87,22,129,2739,-0.05,0.38,10370,5,0.18
2980,76621,49902,0.43,3,8,0.15,41.73,19,22,381,0.01,0.66,18622,9,58.18
2981,75254,27698,0.4,3,2,0.26,60.56,26,154,562,0.17,0.87,11793,5,53.19
2982,22296,32640,0.34,2,4,0.21,2.63,23,100,344,0.14,0.65,5250,7,53.07
2983,23456,20655,0.77,1,28,0.44,65.07,24,82,2185,0.11,0.65,18423,3,42.3
2984,29368,75368,0.79,2,1,0.16,3.78,22,82,2747,0.21,0.6,4863,5,69.02
2985,24230,47158,0.54,4,5,0.45,39.18,28,191,699,0.22,0.84,12117,5,10.04
2986,43479,58252,0.83,1,5,0.62,88.28,16,47,1293,-0.07,0.76,6322,1,23.84
2987,49692,48124,0.79,4,26,0.62,45.66,26,126,1567,-0.01,0.76,19097,0,53.87
2988,68370,35375,0.69,4,25,0.54,80.6,22,133,2243,0.24,0.55,4254,7,20.79
2989,45510,50123,0.66,4,7,0.73,35.06,11,179,2246,0.06,0.59,12362,6,85.49
2990,73708,76313,0.27,3,23,0.18,11.23,24,135,1397,-0.05,0.53,8184,1,85.22
2991,18815,51215,0.27,3,20,0.61,75.48,18,67,1008,0.23,0.81,12189,6,91.63
2992,63050,18622,0.29,1,16,0.3,54.61,13,45,1677,0.05,0.31,15248,0,97.08
2993,23032,41984,0.69,3,21,0.71,73.03,28,56,1154,0.03,0.61,19925,6,40.76
2994,40152,24057,0.33,3,15,0.27,58.92,14,148,1544,0.19,0.79,19986,6,56.76
2995,11962,47761,0.75,4,11,0.6,19.34,11,125,2432,0.03,0.87,7884,9,87.74
2996,28953,16031,0.52,3,17,0.14,49.25,20,28,1180,-0.07,0.42,7799,9,43.75
2997,18336,62888,0.5,3,14,0.33,96.69,21,91,2633,0.03,0.51,3614,7,98.59
2998,17609,48400,0.38,4,4,0.77,76.17,26,150,1139,0.2,0.57,4875,4,4.66
2999,21017,36890,0.24,4,15,0.53,97.22,14,87,2848,0.27,0.83,18840,7,93.45
3000,46083,10692,0.73,2,7,0.65,30.26,18,91,389,0.24,0.54,6394,7,22.57
3001,67254,23746,0.64,1,21,0.73,83.43,17,115,1701,0.25,0.61,7488,4,45.51
3002,69046,18254,0.59,2,25,0.53,2.05,18,155,1380,-0.03,0.49,18495,5,13.34
3003,51905,11228,0.32,4,7,0.36,38.9,15,49,1088,0.21,0.81,10412,4,28.68
3004,25353,68044,0.79,2,8,0.36,33.82,17,184,2845,0.09,0.83,15855,8,42.07
3005,61334,61134,0.28,1,14,0.59,44.44,19,158,2969,0.13,0.54,17055,3,47.04
3006,37621,26104,0.32,1,20,0.58,42.21,20,155,718,0.09,0.6,5093,5,92.05
3007,42047,32447,0.2,3,10,0.71,49.65,19,80,1757,0.15,0.9,12820,9,1.56
3008,69401,41307,0.61,2,2,0.11,53.7,25,29,2375,0.11,0.49,5041,8,11.08
3009,60764,59989,0.17,2,22,0.27,65.54,29,40,1898,-0.07,0.54,17381,0,84.61
3010,67495,74318,0.19,1,12,0.8,90.38,15,110,1434,-0.07,0.32,16418,6,22.33
3011,69454,57857,0.24,2,18,0.62,36.98,17,192,2525,0.1,0.78,9320,3,66.34
3012,47855,17576,0.69,3,3,0.64,65.29,13,166,2277,0.03,0.35,9361,6,32.34
3013,62902,19964,0.33,2,28,0.22,9.48,17,106,1221,0.05,0.33,7314,4,90.81
3014,67902,38473,0.34,2,4,0.59,40.69,19,105,1127,0.08,0.39,18838,3,51.93
3015,74214,58747,0.88,3,6,0.72,36.75,14,102,1088,-0.01,0.8,3666,9,31.63
3016,48152,73078,0.22,2,4,0.36,43.2,20,170,551,-0.09,0.65,12845,3,43.34
3017,61043,69472,0.15,4,11,0.62,3.33,19,74,1252,0.3,0.77,12387,8,37.43
3018,41174,66924,0.81,1,23,0.16,53.37,13,142,2910,0.13,0.7,1466,1,83.26
3019,50671,71856,0.74,2,7,0.14,9.91,17,171,1401,0.15,0.52,2297,5,4.33
3020,79903,59822,0.33,1,6,0.34,88.29,25,45,2931,-0.09,0.72,11842,0,67.4
3021,19053,14834,0.15,4,29,0.56,33.58,24,157,1461,0.08,0.43,13746,8,15.96
3022,25562,49863,0.74,3,9,0.75,5.58,16,103,895,0.16,0.74,11117,1,46.88
3023,54220,50365,0.36,2,21,0.16,22.35,15,133,915,0.3,0.52,8264,8,83.5
3024,66431,40267,0.66,4,12,0.37,14.72,25,188,2871,0.19,0.79,18134,2,86.56
3025,55528,20101,0.51,1,16,0.2,63.71,22,157,2719,0.07,0.59,2822,9,95.12
3026,74262,65748,0.45,1,1,0.38,0.19,14,80,2634,0.03,0.79,9218,4,7.94
3027,39448,50251,0.63,3,29,0.41,44.99,27,181,1166,0.23,0.61,19892,9,63.39
3028,53841,55524,0.3,2,24,0.7,84.15,11,141,313,0.06,0.35,11654,0,81.83
3029,39727,60964,0.14,1,18,0.15,77.86,18,182,995,0.15,0.52,10754,1,53.87
3030,75084,57012,0.1,4,14,0.37,52.16,13,36,2216,0.27,0.85,19221,6,6.8
3031,17293,29546,0.33,3,1,0.13,77.24,25,185,1314,0.18,0.83,2569,3,90.66
3032,69072,13153,0.23,4,7,0.56,58.21,24,135,1299,0.26,0.33,1692,5,61.5
3033,31728,78117,0.54,1,21,0.67,29.91,15,134,1939,0.1,0.55,1136,6,62.49
3034,78426,76360,0.61,3,21,0.46,73.24,26,69,2589,0.2,0.75,18305,2,20.16
3035,36500,68966,0.42,2,23,0.62,17.72,24,180,1118,0.18,0.5,9848,9,83.79
3036,26097,55800,0.6,4,29,0.65,56.34,11,33,2908,0.29,0.39,14799,2,46.67
3037,65283,21406,0.27,2,28,0.54,79.15,26,130,1517,-0.01,0.63,9492,6,29.45
3038,34118,43581,0.63,3,19,0.29,21.27,18,73,2283,0.21,0.84,12329,2,22.59
3039,49798,46298,0.76,4,3,0.41,47.31,16,63,2225,0.07,0.73,13545,4,10.69
3040,21778,19593,0.49,3,2,0.71,66.62,22,116,2225,0.11,0.61,4427,6,30.14
3041,13419,17068,0.24,3,12,0.28,44.04,21,128,584,0.12,0.39,18963,0,97.22
3042,63915,54756,0.46,3,13,0.61,77.43,23,130,803,0.11,0.7,10616,7,44.33
3043,74701,67151,0.72,2,25,0.22,34.14,22,49,2991,-0.07,0.68,10835,4,96.17
3044,66039,70805,0.89,2,11,0.49,15.15,27,115,1546,0.21,0.56,17833,5,68.83
3045,64014,24827,0.67,4,7,0.13,52.61,16,136,322,-0.03,0.84,5200,0,90.48
3046,21576,31231,0.31,4,15,0.78,2.56,17,57,301,0.05,0.34,5449,6,8.55
3047,64132,60566,0.5,4,15,0.31,89.99,12,119,1066,0.25,0.35,8786,5,61.55
3048,10402,21101,0.45,1,27,0.44,62.36,19,112,621,0.28,0.62,18960,7,21.95
3049,20312,73611,0.49,3,29,0.77,89.08,21,185,1942,-0.04,0.62,4250,9,64.69
3050,23695,57957,0.44,4,24,0.62,96.26,29,21,901,0.08,0.34,8953,7,62.42
3051,15416,78769,0.14,3,16,0.26,96.47,23,69,2812,0.03,0.61,15885,3,51.39
3052,56217,30104,0.42,1,27,0.41,9.32,23,78,1770,0.02,0.64,3206,0,74.56
3053,35947,12174,0.62,2,4,0.77,37.89,24,116,334,0.13,0.87,4829,9,15.41
3054,23380,42946,0.33,3,21,0.41,99.11,28,178,1913,-0.04,0.53,17238,1,45.9
3055,47744,49739,0.27,3,21,0.7,51.1,26,173,1704,-0.04,0.46,2073,9,53.99
3056,27339,37563,0.23,2,5,0.26,7.29,15,77,2372,0.27,0.37,10793,9,81.79
3057,57878,26543,0.43,2,13,0.34,88.4,16,119,2965,0.09,0.45,10844,6,79.05
3058,26904,50228,0.19,4,19,0.37,41.45,24,44,921,0.09,0.41,10822,9,30.9
3059,26183,19712,0.69,3,18,0.74,19.95,14,194,1974,0.3,0.76,16681,2,21.67
3060,37222,75486,0.83,2,24,0.11,87.88,14,30,1602,0.29,0.64,13446,0,91.17
3061,69965,73574,0.44,1,9,0.56,52.72,10,118,315,0.27,0.72,12144,0,39.93
